report_index,source_id,incident_type,incident_id,scenario_type,channel,language,district,actual_location,actual_urgency,timestamp
626,sms_0247,fire,NOISE_fire_496,noise,sms,tamil,Colombo,Wellampitiya,LOW,2025-05-17T07:52:00+00:00
627,call_0046,fire,FIRE_012,adjacent_critical,voice,romanized_tamil,Kandy,Kadugannawa,CRITICAL,2025-05-17T07:53:00+00:00
628,call_0119,fire,FIRE_045,long_gap,voice,romanized_tamil,Kalutara,Horana,HIGH,2025-05-17T07:53:00+00:00
629,sms_0153,fire,FIRE_059,third_party,sms,romanized_tamil,Colombo,Hanwella,CRITICAL,2025-05-17T07:53:00+00:00
630,sms_0012,fire,FIRE_002,mass_report,sms,sinhala,Colombo,Wellampitiya,CRITICAL,
631,call_0012,fire,FIRE_003,mass_report,voice,romanized_sinhala,Colombo,Dematagoda,CRITICAL,2025-05-17T07:54:00+00:00
632,call_0108,fire,FIRE_037,noise,voice,tamil,Ratnapura,Balangoda,MEDIUM,2025-05-17T07:55:00+00:00
633,call_0220,fire,FIRE_088,victim_panic,voice,sinhala,Gampaha,Ja-Ela,CRITICAL,2025-05-17T07:55:00+00:00
634,sms_0240,fire,NOISE_fire_489,noise,sms,sinhala,Gampaha,Kadana,LOW,2025-05-17T07:55:00+00:00
635,sms_0016,fire,FIRE_003,mass_report,sms,romanized_sinhala,Colombo,Dematagoda,CRITICAL,2025-05-17T07:56:00+00:00
636,sms_0044,fire,FIRE_008,adjacent_critical,sms,romanized_sinhala,Colombo,Kaduwela,CRITICAL,
637,sms_0204,fire,FIRE_089,same_street_neighbors,sms,tamil,Kalutara,Horana,CRITICAL,2025-05-17T07:56:00+00:00
638,call_0034,fire,FIRE_008,adjacent_critical,voice,sinhala,Colombo,Kaduwela,CRITICAL,2025-05-17T07:57:00+00:00
639,call_0062,fire,FIRE_017,standard,voice,romanized_sinhala,Ratnapura,Eheliyagoda,HIGH,2025-05-17T07:57:00+00:00
640,sms_0189,fire,FIRE_077,minimal_message,sms,sinhala,Colombo,Wellampitiya,LOW,2025-05-17T07:57:00+00:00
641,call_0211,fire,FIRE_081,victim_panic,voice,tamil,Kandy,Gampola,CRITICAL,2025-05-17T07:57:00+00:00
642,sms_0128,fire,FIRE_045,long_gap,sms,sinhala,Kalutara,Horana,HIGH,2025-05-17T07:59:00+00:00
643,sms_0169,fire,FIRE_065,cross_lingual_duplicate,sms,romanized_sinhala,Ratnapura,Ratnapura_City,CRITICAL,
644,sms_0195,fire,FIRE_080,minimal_message,sms,tamil,Ratnapura,Pelmadulla,HIGH,2025-05-17T07:59:00+00:00
645,call_0213,fire,FIRE_082,victim_panic,voice,sinhala,Gampaha,Kadana,CRITICAL,2025-05-17T07:59:00+00:00
646,call_0231,fire,FIRE_094,same_street_neighbors,voice,romanized_sinhala,Ratnapura,Eheliyagoda,CRITICAL,2025-05-17T07:59:00+00:00
647,sms_0048,fire,FIRE_009,adjacent_critical,sms,romanized_tamil,Kalutara,Panadura,CRITICAL,
648,call_0037,fire,FIRE_008,adjacent_critical,voice,romanized_tamil,Colombo,Kaduwela,CRITICAL,2025-05-17T08:01:00+00:00
649,sms_0054,fire,FIRE_011,adjacent_critical,sms,sinhala,Kandy,Gampola,CRITICAL,
650,sms_0124,fire,FIRE_044,conflicting_counts,sms,tamil,Kalutara,Panadura,HIGH,
651,sms_0134,fire,FIRE_051,geographically_near,sms,romanized_sinhala,Kalutara,Beruwala,HIGH,
652,call_0041,fire,FIRE_011,adjacent_critical,voice,romanized_tamil,Kandy,Gampola,CRITICAL,2025-05-17T08:03:00+00:00
653,call_0229,fire,FIRE_093,same_street_neighbors,voice,tamil,Ratnapura,Eheliyagoda,HIGH,2025-05-17T08:03:00+00:00
654,call_0249,fire,NOISE_fire_467,noise,voice,romanized_sinhala,Colombo,Kelaniya,LOW,2025-05-17T08:03:00+00:00
655,call_0129,fire,FIRE_047,geographically_near,voice,romanized_sinhala,Kalutara,Kalutara,CRITICAL,2025-05-17T08:04:00+00:00
656,call_0163,fire,FIRE_059,third_party,voice,tamil,Colombo,Hanwella,CRITICAL,2025-05-17T08:04:00+00:00
657,call_0232,fire,FIRE_094,same_street_neighbors,voice,romanized_sinhala,Ratnapura,Eheliyagoda,CRITICAL,2025-05-17T08:04:00+00:00
658,sms_0051,fire,FIRE_010,adjacent_critical,sms,sinhala,Kalutara,Horana,CRITICAL,
659,sms_0055,fire,FIRE_011,adjacent_critical,sms,sinhala,Kandy,Gampola,CRITICAL,
660,sms_0065,fire,FIRE_014,standard,sms,romanized_sinhala,Gampaha,Kadana,HIGH,
661,sms_0125,fire,FIRE_044,conflicting_counts,sms,romanized_sinhala,Kalutara,Panadura,HIGH,2025-05-17T08:05:00+00:00
662,call_0117,fire,FIRE_044,conflicting_counts,voice,tamil,Kalutara,Panadura,HIGH,2025-05-17T08:05:00+00:00
663,call_0190,fire,FIRE_070,victim_address,voice,tamil,Colombo,Kelaniya,HIGH,2025-05-17T08:05:00+00:00
664,call_0219,fire,FIRE_088,victim_panic,voice,sinhala,Gampaha,Ja-Ela,CRITICAL,2025-05-17T08:05:00+00:00
665,call_0016,fire,FIRE_003,mass_report,voice,romanized_sinhala,Colombo,Dematagoda,CRITICAL,2025-05-17T08:06:00+00:00
666,call_0145,fire,FIRE_052,geographically_near,voice,romanized_sinhala,Kalutara,Beruwala,HIGH,2025-05-17T08:06:00+00:00
667,sms_0156,fire,FIRE_060,cross_lingual_duplicate,sms,tamil,Gampaha,Gampaha_Town,MEDIUM,2025-05-17T08:06:00+00:00
668,call_0186,fire,FIRE_068,victim_address,voice,sinhala,Gampaha,Negombo,MEDIUM,2025-05-17T08:06:00+00:00
669,call_0240,fire,FIRE_098,same_street_neighbors,voice,romanized_tamil,Gampaha,Ja-Ela,HIGH,2025-05-17T08:06:00+00:00
670,call_0110,fire,FIRE_042,conflicting_counts,voice,sinhala,Colombo,Wellampitiya,HIGH,2025-05-17T08:07:00+00:00
671,sms_0219,fire,FIRE_098,same_street_neighbors,sms,sinhala,Gampaha,Ja-Ela,HIGH,2025-05-17T08:07:00+00:00
672,sms_0018,fire,FIRE_003,mass_report,sms,romanized_sinhala,Colombo,Dematagoda,CRITICAL,
673,sms_0053,fire,FIRE_010,adjacent_critical,sms,sinhala,Kalutara,Horana,CRITICAL,
674,call_0164,fire,FIRE_059,third_party,voice,romanized_tamil,Colombo,Hanwella,CRITICAL,2025-05-17T08:08:00+00:00
675,sms_0174,fire,FIRE_068,victim_address,sms,romanized_sinhala,Gampaha,Negombo,MEDIUM,
676,call_0210,fire,FIRE_080,minimal_message,voice,romanized_sinhala,Ratnapura,Pelmadulla,HIGH,2025-05-17T08:09:00+00:00
677,call_0222,fire,FIRE_089,same_street_neighbors,voice,romanized_tamil,Kalutara,Horana,CRITICAL,2025-05-17T08:09:00+00:00
678,sms_0011,fire,FIRE_002,mass_report,sms,sinhala,Colombo,Wellampitiya,CRITICAL,2025-05-17T08:11:00+00:00
679,call_0024,fire,FIRE_005,mass_report,voice,tamil,Colombo,Mattakkuliya,CRITICAL,2025-05-17T08:11:00+00:00
680,sms_0050,fire,FIRE_010,adjacent_critical,sms,tamil,Kalutara,Horana,CRITICAL,
681,call_0047,fire,FIRE_012,adjacent_critical,voice,romanized_sinhala,Kandy,Kadugannawa,CRITICAL,2025-05-17T08:11:00+00:00
682,call_0112,fire,FIRE_042,conflicting_counts,voice,sinhala,Colombo,Wellampitiya,HIGH,2025-05-17T08:11:00+00:00
683,sms_0190,fire,FIRE_077,minimal_message,sms,sinhala,Colombo,Wellampitiya,LOW,2025-05-17T08:11:00+00:00
684,sms_0205,fire,FIRE_089,same_street_neighbors,sms,tamil,Kalutara,Horana,CRITICAL,2025-05-17T08:11:00+00:00
685,sms_0206,fire,FIRE_090,same_street_neighbors,sms,romanized_tamil,Kalutara,Horana,HIGH,
686,sms_0236,fire,NOISE_fire_485,noise,sms,tamil,Ratnapura,Eheliyagoda,LOW,
687,sms_0019,fire,FIRE_003,mass_report,sms,romanized_sinhala,Colombo,Dematagoda,CRITICAL,
688,sms_0052,fire,FIRE_010,adjacent_critical,sms,romanized_sinhala,Kalutara,Horana,CRITICAL,2025-05-17T08:12:00+00:00
689,call_0042,fire,FIRE_011,adjacent_critical,voice,sinhala,Kandy,Gampola,CRITICAL,2025-05-17T08:12:00+00:00
690,call_0174,fire,FIRE_063,cross_lingual_duplicate,voice,sinhala,Colombo,Hanwella,CRITICAL,2025-05-17T08:12:00+00:00
691,call_0054,fire,FIRE_014,standard,voice,sinhala,Gampaha,Kadana,HIGH,2025-05-17T08:13:00+00:00
692,sms_0029,fire,FIRE_005,mass_report,sms,romanized_tamil,Colombo,Mattakkuliya,CRITICAL,2025-05-17T08:14:00+00:00
693,call_0028,fire,FIRE_006,mass_report,voice,sinhala,Colombo,Battaramulla,CRITICAL,2025-05-17T08:14:00+00:00
694,sms_0126,fire,FIRE_044,conflicting_counts,sms,tamil,Kalutara,Panadura,HIGH,2025-05-17T08:14:00+00:00
695,sms_0135,fire,FIRE_052,geographically_near,sms,sinhala,Kalutara,Beruwala,HIGH,2025-05-17T08:14:00+00:00
696,call_0017,fire,FIRE_004,mass_report,voice,romanized_tamil,Colombo,Grandpass,CRITICAL,2025-05-17T08:15:00+00:00
697,sms_0049,fire,FIRE_010,adjacent_critical,sms,tamil,Kalutara,Horana,CRITICAL,2025-05-17T08:15:00+00:00
698,sms_0066,fire,FIRE_014,standard,sms,sinhala,Gampaha,Kadana,HIGH,
699,sms_0137,fire,FIRE_052,geographically_near,sms,romanized_tamil,Kalutara,Beruwala,HIGH,
700,call_0148,fire,FIRE_054,geographically_near,voice,sinhala,Kandy,Katugastota,CRITICAL,2025-05-17T08:15:00+00:00
701,sms_0180,fire,FIRE_070,victim_address,sms,sinhala,Colombo,Kelaniya,HIGH,2025-05-17T08:15:00+00:00
702,sms_0194,fire,FIRE_080,minimal_message,sms,tamil,Ratnapura,Pelmadulla,HIGH,2025-05-17T08:15:00+00:00
703,sms_0017,fire,FIRE_003,mass_report,sms,tamil,Colombo,Dematagoda,CRITICAL,
704,sms_0032,fire,FIRE_006,mass_report,sms,romanized_sinhala,Colombo,Battaramulla,CRITICAL,2025-05-17T08:16:00+00:00
705,sms_0056,fire,FIRE_011,adjacent_critical,sms,tamil,Kandy,Gampola,CRITICAL,
706,sms_0119,fire,FIRE_040,noise,sms,sinhala,Ratnapura,Ratnapura_City,MEDIUM,2025-05-17T08:16:00+00:00
707,call_0118,fire,FIRE_044,conflicting_counts,voice,romanized_sinhala,Kalutara,Panadura,HIGH,2025-05-17T08:16:00+00:00
708,call_0214,fire,FIRE_082,victim_panic,voice,romanized_sinhala,Gampaha,Kadana,CRITICAL,2025-05-17T08:16:00+00:00
709,call_0150,fire,FIRE_054,geographically_near,voice,romanized_sinhala,Kandy,Katugastota,CRITICAL,2025-05-17T08:17:00+00:00
710,call_0165,fire,FIRE_059,third_party,voice,sinhala,Colombo,Hanwella,CRITICAL,2025-05-17T08:17:00+00:00
711,sms_0157,fire,FIRE_060,cross_lingual_duplicate,sms,romanized_tamil,Gampaha,Gampaha_Town,MEDIUM,
712,call_0013,fire,FIRE_003,mass_report,voice,romanized_sinhala,Colombo,Dematagoda,CRITICAL,2025-05-17T08:19:00+00:00
713,sms_0163,fire,FIRE_062,cross_lingual_duplicate,sms,tamil,Kandy,Kandy_City,HIGH,2025-05-17T08:19:00+00:00
714,call_0169,fire,FIRE_062,cross_lingual_duplicate,voice,romanized_tamil,Kandy,Kandy_City,HIGH,2025-05-17T08:19:00+00:00
715,call_0173,fire,FIRE_063,cross_lingual_duplicate,voice,romanized_tamil,Colombo,Hanwella,CRITICAL,2025-05-17T08:19:00+00:00
716,sms_0141,fire,FIRE_054,geographically_near,sms,romanized_tamil,Kandy,Katugastota,CRITICAL,2025-05-17T08:20:00+00:00
717,sms_0182,fire,FIRE_072,location_unknown,sms,tamil,Kandy,Gampola,CRITICAL,
718,call_0221,fire,FIRE_089,same_street_neighbors,voice,sinhala,Kalutara,Horana,CRITICAL,2025-05-17T08:20:00+00:00
719,call_0018,fire,FIRE_004,mass_report,voice,romanized_sinhala,Colombo,Grandpass,CRITICAL,2025-05-17T08:21:00+00:00
720,sms_0136,fire,FIRE_052,geographically_near,sms,romanized_sinhala,Kalutara,Beruwala,HIGH,
721,call_0010,fire,FIRE_002,mass_report,voice,sinhala,Colombo,Wellampitiya,CRITICAL,2025-05-17T08:22:00+00:00
722,call_0151,fire,FIRE_054,geographically_near,voice,sinhala,Kandy,Katugastota,CRITICAL,2025-05-17T08:22:00+00:00
723,sms_0181,fire,FIRE_072,location_unknown,sms,sinhala,Kandy,Gampola,CRITICAL,2025-05-17T08:22:00+00:00
724,call_0130,fire,FIRE_048,geographically_near,voice,sinhala,Kalutara,Kalutara,HIGH,2025-05-17T08:23:00+00:00
725,sms_0162,fire,FIRE_062,cross_lingual_duplicate,sms,sinhala,Kandy,Kandy_City,HIGH,
726,call_0223,fire,FIRE_090,same_street_neighbors,voice,romanized_tamil,Kalutara,Horana,HIGH,2025-05-17T08:24:00+00:00
727,sms_0021,fire,FIRE_004,mass_report,sms,sinhala,Colombo,Grandpass,CRITICAL,
728,call_0134,fire,FIRE_049,geographically_near,voice,sinhala,Colombo,Mattakkuliya,HIGH,2025-05-17T08:25:00+00:00
729,sms_0155,fire,FIRE_059,third_party,sms,sinhala,Colombo,Hanwella,CRITICAL,2025-05-17T08:25:00+00:00
730,call_0166,fire,FIRE_060,cross_lingual_duplicate,voice,sinhala,Gampaha,Gampaha_Town,MEDIUM,2025-05-17T08:25:00+00:00
731,call_0168,fire,FIRE_062,cross_lingual_duplicate,voice,romanized_tamil,Kandy,Kandy_City,HIGH,2025-05-17T08:25:00+00:00
732,call_0030,fire,FIRE_006,mass_report,voice,tamil,Colombo,Battaramulla,CRITICAL,2025-05-17T08:26:00+00:00
733,call_0031,fire,FIRE_006,mass_report,voice,tamil,Colombo,Battaramulla,CRITICAL,2025-05-17T08:26:00+00:00
734,call_0241,fire,FIRE_098,same_street_neighbors,voice,sinhala,Gampaha,Ja-Ela,HIGH,2025-05-17T08:26:00+00:00
735,call_0158,fire,FIRE_057,third_party,voice,romanized_tamil,Ratnapura,Eheliyagoda,HIGH,2025-05-17T08:27:00+00:00
736,sms_0185,fire,FIRE_074,location_unknown,sms,tamil,Colombo,Avissawella,CRITICAL,2025-05-17T08:27:00+00:00
737,sms_0031,fire,FIRE_005,mass_report,sms,sinhala,Colombo,Mattakkuliya,CRITICAL,2025-05-17T08:28:00+00:00
738,call_0199,fire,FIRE_074,location_unknown,voice,sinhala,Colombo,Avissawella,CRITICAL,2025-05-17T08:28:00+00:00
739,call_0040,fire,FIRE_010,adjacent_critical,voice,sinhala,Kalutara,Horana,CRITICAL,2025-05-17T08:29:00+00:00
740,sms_0121,fire,FIRE_042,conflicting_counts,sms,sinhala,Colombo,Wellampitiya,HIGH,2025-05-17T08:29:00+00:00
741,call_0224,fire,FIRE_090,same_street_neighbors,voice,romanized_sinhala,Kalutara,Horana,HIGH,2025-05-17T08:29:00+00:00
742,call_0029,fire,FIRE_006,mass_report,voice,tamil,Colombo,Battaramulla,CRITICAL,2025-05-17T08:30:00+00:00
743,call_0149,fire,FIRE_054,geographically_near,voice,romanized_tamil,Kandy,Katugastota,CRITICAL,2025-05-17T08:31:00+00:00
744,sms_0158,fire,FIRE_060,cross_lingual_duplicate,sms,sinhala,Gampaha,Gampaha_Town,MEDIUM,2025-05-17T08:31:00+00:00
745,call_0014,fire,FIRE_003,mass_report,voice,tamil,Colombo,Dematagoda,CRITICAL,2025-05-17T08:32:00+00:00
746,sms_0057,fire,FIRE_011,adjacent_critical,sms,romanized_tamil,Kandy,Gampola,CRITICAL,2025-05-17T08:33:00+00:00
747,sms_0013,fire,FIRE_002,mass_report,sms,tamil,Colombo,Wellampitiya,CRITICAL,
748,sms_0151,fire,FIRE_057,third_party,sms,romanized_sinhala,Ratnapura,Eheliyagoda,HIGH,2025-05-17T08:34:00+00:00
749,call_0195,fire,FIRE_072,location_unknown,voice,romanized_sinhala,Kandy,Gampola,CRITICAL,2025-05-17T08:34:00+00:00
750,call_0021,fire,FIRE_004,mass_report,voice,romanized_sinhala,Colombo,Grandpass,CRITICAL,2025-05-17T08:35:00+00:00
751,call_0025,fire,FIRE_005,mass_report,voice,tamil,Colombo,Mattakkuliya,CRITICAL,2025-05-17T08:35:00+00:00
752,sms_0120,fire,FIRE_042,conflicting_counts,sms,romanized_sinhala,Colombo,Wellampitiya,HIGH,2025-05-17T08:35:00+00:00
753,sms_0149,fire,FIRE_057,third_party,sms,tamil,Ratnapura,Eheliyagoda,HIGH,2025-05-17T08:35:00+00:00
754,sms_0022,fire,FIRE_004,mass_report,sms,romanized_sinhala,Colombo,Grandpass,CRITICAL,2025-05-17T08:36:00+00:00
755,call_0157,fire,FIRE_057,third_party,voice,sinhala,Ratnapura,Eheliyagoda,HIGH,2025-05-17T08:36:00+00:00
756,call_0198,fire,FIRE_074,location_unknown,voice,romanized_sinhala,Colombo,Avissawella,CRITICAL,2025-05-17T08:36:00+00:00
757,call_0132,fire,FIRE_048,geographically_near,voice,romanized_tamil,Kalutara,Kalutara,HIGH,2025-05-17T08:38:00+00:00
758,call_0136,fire,FIRE_049,geographically_near,voice,sinhala,Colombo,Mattakkuliya,HIGH,2025-05-17T08:38:00+00:00
759,sms_0030,fire,FIRE_005,mass_report,sms,sinhala,Colombo,Mattakkuliya,CRITICAL,2025-05-17T08:39:00+00:00
760,call_0027,fire,FIRE_005,mass_report,voice,sinhala,Colombo,Mattakkuliya,CRITICAL,2025-05-17T08:39:00+00:00
761,call_0066,fire,FIRE_019,standard,voice,romanized_sinhala,Ratnapura,Pelmadulla,HIGH,2025-05-17T08:39:00+00:00
762,call_0111,fire,FIRE_042,conflicting_counts,voice,sinhala,Colombo,Wellampitiya,HIGH,2025-05-17T08:39:00+00:00
763,sms_0024,fire,FIRE_004,mass_report,sms,romanized_sinhala,Colombo,Grandpass,CRITICAL,2025-05-17T08:40:00+00:00
764,sms_0150,fire,FIRE_057,third_party,sms,sinhala,Ratnapura,Eheliyagoda,HIGH,2025-05-17T08:40:00+00:00
765,sms_0033,fire,FIRE_006,mass_report,sms,sinhala,Colombo,Battaramulla,CRITICAL,
766,call_0055,fire,FIRE_015,standard,voice,tamil,Colombo,Hanwella,HIGH,2025-05-17T08:42:00+00:00
767,sms_0130,fire,FIRE_048,geographically_near,sms,romanized_tamil,Kalutara,Kalutara,HIGH,2025-05-17T08:42:00+00:00
768,sms_0183,fire,FIRE_072,location_unknown,sms,sinhala,Kandy,Gampola,CRITICAL,2025-05-17T08:43:00+00:00
769,sms_0034,fire,FIRE_006,mass_report,sms,romanized_tamil,Colombo,Battaramulla,CRITICAL,
770,sms_0101,fire,FIRE_026,standard,sms,romanized_tamil,Kandy,Kadugannawa,MEDIUM,2025-05-17T08:44:00+00:00
771,call_0131,fire,FIRE_048,geographically_near,voice,sinhala,Kalutara,Kalutara,HIGH,2025-05-17T08:44:00+00:00
772,call_0137,fire,FIRE_049,geographically_near,voice,tamil,Colombo,Mattakkuliya,HIGH,2025-05-17T08:44:00+00:00
773,call_0138,fire,FIRE_049,geographically_near,voice,sinhala,Colombo,Mattakkuliya,HIGH,2025-05-17T08:45:00+00:00
774,sms_0067,fire,FIRE_015,standard,sms,sinhala,Colombo,Hanwella,HIGH,2025-05-17T08:46:00+00:00
775,call_0067,fire,FIRE_019,standard,voice,tamil,Ratnapura,Pelmadulla,HIGH,2025-05-17T08:46:00+00:00
776,sms_0184,fire,FIRE_073,location_unknown,sms,sinhala,Kandy,Kandy_City,CRITICAL,2025-05-17T08:46:00+00:00
777,sms_0023,fire,FIRE_004,mass_report,sms,romanized_tamil,Colombo,Grandpass,CRITICAL,2025-05-17T08:47:00+00:00
778,sms_0099,fire,FIRE_026,standard,sms,tamil,Kandy,Kadugannawa,MEDIUM,2025-05-17T08:48:00+00:00
779,call_0135,fire,FIRE_049,geographically_near,voice,romanized_sinhala,Colombo,Mattakkuliya,HIGH,2025-05-17T08:48:00+00:00
780,call_0068,fire,FIRE_019,standard,voice,romanized_sinhala,Ratnapura,Pelmadulla,HIGH,2025-05-17T08:49:00+00:00
781,sms_0102,fire,FIRE_027,standard,sms,romanized_tamil,Kandy,Kandy_City,MEDIUM,2025-05-17T08:49:00+00:00
782,call_0090,fire,FIRE_027,standard,voice,tamil,Kandy,Kandy_City,MEDIUM,2025-05-17T08:50:00+00:00
783,sms_0105,fire,FIRE_027,standard,sms,sinhala,Kandy,Kandy_City,MEDIUM,2025-05-17T08:51:00+00:00
784,call_0133,fire,FIRE_048,geographically_near,voice,romanized_tamil,Kalutara,Kalutara,HIGH,2025-05-17T08:51:00+00:00
785,call_0200,fire,FIRE_074,location_unknown,voice,sinhala,Colombo,Avissawella,CRITICAL,2025-05-17T08:52:00+00:00
786,call_0196,fire,FIRE_073,location_unknown,voice,romanized_sinhala,Kandy,Kandy_City,CRITICAL,2025-05-17T08:53:00+00:00
787,sms_0036,fire,FIRE_006,mass_report,sms,sinhala,Colombo,Battaramulla,CRITICAL,2025-05-17T08:54:00+00:00
788,sms_0104,fire,FIRE_027,standard,sms,tamil,Kandy,Kandy_City,MEDIUM,2025-05-17T08:54:00+00:00
789,call_0001,fire,FIRE_001,mass_report,voice,sinhala,Colombo,Kolonnawa,CRITICAL,2025-05-17T08:55:00+00:00
790,call_0020,fire,FIRE_004,mass_report,voice,sinhala,Colombo,Grandpass,CRITICAL,2025-05-17T08:55:00+00:00
791,call_0087,fire,FIRE_026,standard,voice,sinhala,Kandy,Kadugannawa,MEDIUM,2025-05-17T08:55:00+00:00
792,call_0089,fire,FIRE_026,standard,voice,sinhala,Kandy,Kadugannawa,MEDIUM,2025-05-17T08:56:00+00:00
793,sms_0103,fire,FIRE_027,standard,sms,romanized_tamil,Kandy,Kandy_City,MEDIUM,
794,sms_0165,fire,FIRE_064,cross_lingual_duplicate,sms,tamil,Gampaha,Biyagama,MEDIUM,
795,sms_0068,fire,FIRE_015,standard,sms,tamil,Colombo,Hanwella,HIGH,2025-05-17T08:58:00+00:00
796,sms_0080,fire,FIRE_018,standard,sms,romanized_sinhala,Ratnapura,Kuruwita,HIGH,2025-05-17T08:59:00+00:00
797,call_0201,fire,FIRE_074,location_unknown,voice,romanized_sinhala,Colombo,Avissawella,CRITICAL,2025-05-17T08:59:00+00:00
798,sms_0083,fire,FIRE_019,standard,sms,sinhala,Ratnapura,Pelmadulla,HIGH,2025-05-17T09:00:00+00:00
799,call_0092,fire,FIRE_028,standard,voice,romanized_sinhala,Kalutara,Bandaragama,MEDIUM,2025-05-17T09:00:00+00:00
800,sms_0001,fire,FIRE_001,mass_report,sms,sinhala,Colombo,Kolonnawa,CRITICAL,
801,call_0197,fire,FIRE_073,location_unknown,voice,romanized_tamil,Kandy,Kandy_City,CRITICAL,2025-05-17T09:01:00+00:00
802,call_0002,fire,FIRE_001,mass_report,voice,tamil,Colombo,Kolonnawa,CRITICAL,2025-05-17T09:02:00+00:00
803,call_0088,fire,FIRE_026,standard,voice,sinhala,Kandy,Kadugannawa,MEDIUM,2025-05-17T09:02:00+00:00
804,call_0004,fire,FIRE_001,mass_report,voice,tamil,Colombo,Kolonnawa,CRITICAL,2025-05-17T09:03:00+00:00
805,call_0019,fire,FIRE_004,mass_report,voice,sinhala,Colombo,Grandpass,CRITICAL,2025-05-17T09:03:00+00:00
806,sms_0035,fire,FIRE_006,mass_report,sms,romanized_tamil,Colombo,Battaramulla,CRITICAL,
807,sms_0100,fire,FIRE_026,standard,sms,tamil,Kandy,Kadugannawa,MEDIUM,2025-05-17T09:03:00+00:00
808,call_0113,fire,FIRE_043,conflicting_counts,voice,sinhala,Gampaha,Ja-Ela,HIGH,2025-05-17T09:03:00+00:00
809,call_0192,fire,FIRE_071,location_unknown,voice,sinhala,Kandy,Kadugannawa,CRITICAL,2025-05-17T09:03:00+00:00
810,call_0015,fire,FIRE_003,mass_report,voice,tamil,Colombo,Dematagoda,CRITICAL,2025-05-17T09:04:00+00:00
811,sms_0025,fire,FIRE_004,mass_report,sms,sinhala,Colombo,Grandpass,CRITICAL,2025-05-17T09:04:00+00:00
812,call_0247,fire,NOISE_fire_465,noise,voice,romanized_sinhala,Kandy,Kadugannawa,MEDIUM,2025-05-17T09:04:00+00:00
813,sms_0081,fire,FIRE_018,standard,sms,tamil,Ratnapura,Kuruwita,HIGH,
814,call_0176,fire,FIRE_064,cross_lingual_duplicate,voice,tamil,Gampaha,Biyagama,MEDIUM,2025-05-17T09:05:00+00:00
815,sms_0070,fire,FIRE_015,standard,sms,romanized_tamil,Colombo,Hanwella,HIGH,
816,call_0063,fire,FIRE_018,standard,voice,romanized_sinhala,Ratnapura,Kuruwita,HIGH,2025-05-17T09:07:00+00:00
817,call_0095,fire,FIRE_028,standard,voice,sinhala,Kalutara,Bandaragama,MEDIUM,2025-05-17T09:07:00+00:00
818,call_0026,fire,FIRE_005,mass_report,voice,sinhala,Colombo,Mattakkuliya,CRITICAL,2025-05-17T09:09:00+00:00
819,call_0056,fire,FIRE_015,standard,voice,sinhala,Colombo,Hanwella,HIGH,2025-05-17T09:09:00+00:00
820,sms_0167,fire,FIRE_064,cross_lingual_duplicate,sms,romanized_sinhala,Gampaha,Biyagama,MEDIUM,2025-05-17T09:09:00+00:00
821,sms_0069,fire,FIRE_015,standard,sms,sinhala,Colombo,Hanwella,HIGH,
822,sms_0071,fire,FIRE_016,standard,sms,romanized_sinhala,Colombo,Avissawella,HIGH,2025-05-17T09:10:00+00:00
823,sms_0072,fire,FIRE_016,standard,sms,romanized_tamil,Colombo,Avissawella,HIGH,
824,sms_0073,fire,FIRE_016,standard,sms,tamil,Colombo,Avissawella,HIGH,
825,call_0069,fire,FIRE_019,standard,voice,romanized_sinhala,Ratnapura,Pelmadulla,HIGH,2025-05-17T09:11:00+00:00
826,sms_0166,fire,FIRE_064,cross_lingual_duplicate,sms,romanized_tamil,Gampaha,Biyagama,MEDIUM,
827,call_0182,fire,FIRE_066,victim_address,voice,romanized_tamil,Ratnapura,Kuruwita,CRITICAL,2025-05-17T09:11:00+00:00
828,sms_0122,fire,FIRE_043,conflicting_counts,sms,romanized_tamil,Gampaha,Ja-Ela,HIGH,2025-05-17T09:12:00+00:00
829,sms_0226,fire,NOISE_fire_475,noise,sms,romanized_tamil,Gampaha,Negombo,MEDIUM,
830,call_0003,fire,FIRE_001,mass_report,voice,sinhala,Colombo,Kolonnawa,CRITICAL,2025-05-17T09:13:00+00:00
831,call_0208,fire,FIRE_079,minimal_message,voice,tamil,Gampaha,Gampaha_Town,HIGH,2025-05-17T09:13:00+00:00
832,sms_0020,fire,FIRE_003,mass_report,sms,romanized_tamil,Colombo,Dematagoda,CRITICAL,
833,call_0093,fire,FIRE_028,standard,voice,tamil,Kalutara,Bandaragama,MEDIUM,2025-05-17T09:14:00+00:00
834,sms_0082,fire,FIRE_018,standard,sms,romanized_sinhala,Ratnapura,Kuruwita,HIGH,
835,call_0194,fire,FIRE_071,location_unknown,voice,tamil,Kandy,Kadugannawa,CRITICAL,2025-05-17T09:15:00+00:00
836,sms_0221,fire,NOISE_fire_470,noise,sms,romanized_sinhala,Ratnapura,Balangoda,MEDIUM,2025-05-17T09:15:00+00:00
837,call_0193,fire,FIRE_071,location_unknown,voice,romanized_tamil,Kandy,Kadugannawa,CRITICAL,2025-05-17T09:16:00+00:00
838,sms_0164,fire,FIRE_064,cross_lingual_duplicate,sms,sinhala,Gampaha,Biyagama,MEDIUM,2025-05-17T09:17:00+00:00
839,sms_0026,fire,FIRE_004,mass_report,sms,sinhala,Colombo,Grandpass,CRITICAL,2025-05-17T09:18:00+00:00
